FI;fi_lib;dep;reg;MCO;CANCERO;UNV;avc;sarcome;cancer;weight_avc;weight_sarcome;weight_cancer;weight_dep;weight_reg;weight_fr;weight_k_reg;weight_s_reg
510000243;CLINIQUE D'EPERNAY;51;44;7039;0;0;0;0;0;0;0;0;24;28;25;0;0
510000250;CENTRE HOSPITALIER VITRY LE FRANCOIS;51;44;5114;0;0;0;0;0;0;0;0;17;20;18;0;0
510000466;CENTRE HOSPITALIER DE SAINTE-MENEHOULD;51;44;503;0;0;0;0;0;0;0;0;1;2;1;0;0
510000516;INSTITUT JEAN GODINOT;51;44;40772;36471;0;0;1;1;0;10;68;143;164;150;766;238
510002447;HOPITAL ROBERT DEBRE CHU REIMS;51;44;42162;11509;0;0;1;1;0;3;21;147;169;155;241;75
510002454;HOPITAL SEBASTOPOL CHU REIMS;51;44;235;9;0;0;0;1;0;0;0;0;0;0;0;0
510002470;AMERICAN MEMORIAL HOSPITAL CHU REIMS;51;44;10872;1059;0;0;0;1;0;0;2;38;43;40;22;0
510004302;HOPITAL MAISON BLANCHE CHU REIMS;51;44;49991;955;630;0;0;1;0;0;2;175;201;184;20;0
510012040;POLYCLINIQUE DES BLEUETS;51;44;15101;637;0;0;0;1;0;0;1;52;60;55;13;0
510022908;POLE DE SANTE CHALONNAIS CH CHALONS;51;44;678;705;0;0;0;1;0;0;1;2;2;2;14;0
510024300;GCS -MATERNIT? D'?PERNAY-;51;44;1066;0;0;0;0;0;0;0;0;3;4;3;0;0
520000019;C H DE BOURBONNE-LES-BAINS;52;44;81;0;0;0;0;0;0;0;0;1;0;0;0;0
520000027;CENTRE HOSPITALIER DE CHAUMONT;52;44;10866;0;0;0;0;0;0;0;0;156;43;40;0;0
520000035;HOPITAL DE JOINVILLE;52;44;51;0;0;0;0;0;0;0;0;0;0;0;0;0
520000043;CENTRE HOSPITALIER DE LANGRES;52;44;5434;527;0;0;0;1;0;0;1;78;21;20;11;0
520000050;CENTRE HOSPITALIER DE MONTIER-EN-DER;52;44;182;0;0;0;0;0;0;0;0;2;0;0;0;0
520000068;CH GENEVIEVE DE GAULLE ANTHONIOZ;52;44;14504;1209;0;0;0;1;0;0;2;208;58;53;25;0
520000084;HOPITAL SAINT-CHARLES;52;44;63;0;0;0;0;0;0;0;0;0;0;0;0;0
520780156;CLINIQUE DE LA COMPASSION;52;44;3170;0;0;0;0;0;0;0;0;45;12;11;0;0
520780180;CLINIQUE FRANCOIS 1ER;52;44;7364;1552;0;0;0;1;0;0;3;105;29;27;32;0
520780214;CENTRE MEDICO-CHIRURGICAL DE CHAUMONT;52;44;27881;1898;0;0;0;1;0;0;4;400;112;102;39;0
530000017;CENTRE HOSPITALIER DU HAUT ANJOU;53;52;11204;551;0;0;0;1;0;0;1;155;80;41;16;0
530000132;HOPITAL S.O. MAYENNAIS :SITE DE CRAON;53;52;431;0;0;0;0;0;0;0;0;5;3;1;0;0
530000140;HOPITAL LOCAL ERNEE;53;52;562;0;0;0;0;0;0;0;0;7;4;2;0;0
530000165;HOPITAL LOCAL EVRON;53;52;232;0;0;0;0;0;0;0;0;3;1;0;0;0
530000173;CENTRE HOSPITALIER NORD MAYENNE;53;52;12232;251;0;0;0;1;0;0;0;169;87;45;7;0
530000181;HOPITAL S.O. MAYENNAIS :SITE DE RENAZE;53;52;570;0;0;0;0;0;0;0;0;7;4;2;0;0
530000264;CENTRE HOSPITALIER DE LAVAL;53;52;30049;265;0;0;0;1;0;0;0;417;214;110;7;0
530031962;POLYCLINIQUE DU MAINE;53;52;16764;4424;0;0;0;1;0;0;8;232;119;61;131;0
540000015;CHRU NANCY - MATERNITE;54;44;10537;105;0;0;0;1;0;0;0;25;42;38;2;0
540000023;CENTRE HOSPITALIER SAINT CHARLES TOUL;54;44;8694;83;0;0;0;1;0;0;0;20;35;32;1;0
540000072;MAISON HOSPITALIERE DE BACCARAT;54;44;203;0;0;0;0;0;0;0;0;0;0;0;0;0
540000155;CENTRE HOSPITALIER DE LUNEVILLE;54;44;11276;972;0;0;0;1;0;0;2;27;45;41;20;0
540000163;CHRU NANCY - CENTRE EMILE GALLE;54;44;11456;79;0;0;0;1;0;0;0;27;46;42;1;0
540000296;CENTRE HOSPITALIER DE PONT A MOUSSON;54;44;2293;0;0;0;0;0;0;0;0;5;9;8;0;0
540000361;CLINIQUE JEANNE D'ARC;54;44;8023;164;0;0;0;1;0;0;0;19;32;29;3;0
540000395;MAISON HOSPITALIERE ST CHARLES NANCY;54;44;406;0;0;0;0;0;0;0;0;0;1;1;0;0
540000445;CLINIQUE AMBROISE PARE;54;44;8798;0;0;0;0;0;0;0;0;21;35;32;0;0
540000452;CLINIQUE SAINT ANDRE;54;44;14555;0;0;0;0;0;0;0;0;34;58;53;0;0
540000478;CLINIQUE LOUIS PASTEUR;54;44;48743;2369;0;0;0;1;0;0;4;117;196;179;49;0
540000486;POLYCLINIQUE DE GENTILLY;54;44;59896;10458;0;0;0;1;0;0;19;143;241;221;219;0
540001070;CH DE BRIEY - HOPITAL MAILLOT;54;44;12261;220;0;0;0;1;0;0;0;29;49;45;4;0
540001096;CH DE MT ST MARTIN (GROUPE SOS SANTE);54;44;17856;303;0;0;0;1;0;0;1;42;71;65;6;0
540001104;ASSOCIATION HOSPITALIERE DE JOEUF;54;44;1029;0;0;0;0;0;0;0;0;2;4;3;0;0
540001138;CHRU NANCY - HOPITAL CENTRAL;54;44;29015;2419;3975;0;0;1;0;0;5;69;116;107;50;0
540001286;INSTITUT DE CANCEROLOGIE DE LORRAINE;54;44;57215;51609;0;0;1;1;0;38;96;137;230;211;1084;337
540002698;CHRU NANCY - HOPITAUX DE BRABOIS;54;44;102634;13957;0;0;0;1;0;0;26;246;413;378;293;0
540013224;POLYCLINIQUE MAJORELLE;54;44;10026;368;0;0;0;1;0;0;1;24;40;37;7;0
540014149;HOPITAL DE JOUR MAISON HOSP ST CHARLES;54;44;1170;0;0;0;0;0;0;0;0;2;4;4;0;0
550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;55;44;34987;2921;271;0;0;1;0;0;5;590;140;129;61;0
550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;55;44;692;0;0;0;0;0;0;0;0;11;2;2;0;0
550000178;POLYCLINIQUE DU PARC;55;44;9536;231;0;0;0;1;0;0;0;160;38;35;4;0
550000434;CENTRE HOSPITALIER DE BAR-LE-DUC;55;44;14065;1734;448;0;0;1;0;0;3;237;56;51;36;0
560000127;CHBA SITE DE VANNES;56;53;59780;9769;812;0;0;1;0;0;18;219;495;220;343;0
560000135;CHBS- H?PITAL DU SCORFF;56;53;89066;38912;708;0;0;1;0;0;72;326;738;328;1367;0
560000143;CHCB- SITE K?RIO;56;53;29920;2232;548;0;0;1;0;0;4;109;248;110;78;0
560000184;CLINIQUE DES AUGUSTINES;56;53;2529;0;0;0;0;0;0;0;0;9;20;9;0;0
560000192;CENTRE HOSPITALIER DE PLOERMEL;56;53;11728;709;0;0;0;1;0;0;1;42;97;43;24;0
560000200;CHBA SITE D'AURAY;56;53;2607;0;0;0;0;0;0;0;0;9;21;9;0;0
560000275;CHBS - SITE DE KERLIVIO;56;53;1049;0;0;0;0;0;0;0;0;3;8;3;0;0
560000291;CENTRE HOSPITALIER LE PALAIS;56;53;759;0;0;0;0;0;0;0;0;2;6;2;0;0
560000366;CENTRE HOSPITALIER GUEMENE SUR SCORFF;56;53;208;0;0;0;0;0;0;0;0;0;1;0;0;0
560000408;CENTRE HOSPITALIER MALESTROIT;56;53;58;0;0;0;0;0;0;0;0;0;0;0;0;0
560000465;CENTRE HOSPITALIER LE FAOUET;56;53;291;0;0;0;0;0;0;0;0;1;2;1;0;0
560002511;CLINIQUE DU TER;56;53;12284;1486;0;0;0;1;0;0;3;45;101;45;52;0
560002933;CLINIQUE MUTUALISTE PORTE DE L'ORIENT;56;53;13792;0;0;0;0;0;0;0;0;50;114;50;0;0
560007510;POLYCLINIQUE DE KERIO;56;53;7713;556;0;0;0;1;0;0;1;28;63;28;19;0
560008799;H?PITAL PRIV? OC?ANE;56;53;40770;8043;0;0;0;1;0;0;15;149;338;150;282;0
560015422;CH PORT LOUIS;56;53;208;0;0;0;0;0;0;0;0;0;1;0;0;0
570000026;HOPITAL SAINT JOSEPH DE SARRALBE;57;44;310;0;0;0;0;0;0;0;0;0;1;1;0;0
570000059;CH MARIE-MADELEINE DE FORBACH;57;44;16390;736;621;0;0;1;0;0;1;41;66;60;15;0
570000083;CLINIQUE SAINT NABOR DE SAINT AVOLD;57;44;10666;129;0;0;0;1;0;0;0;27;42;39;2;0
570000117;CH SAINT-NICOLAS DE SARREBOURG;57;44;12971;525;0;0;0;1;0;0;1;32;52;47;11;0
570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;57;44;554;0;0;0;0;0;0;0;0;1;2;2;0;0
570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;57;44;29026;3398;0;0;0;1;0;0;6;73;116;107;71;0
570000281;HOPITAL D'HAYANGE - CHR;57;44;1039;37;0;0;0;1;0;0;0;2;4;3;0;0
570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;57;44;51469;5148;0;0;0;1;0;0;10;130;207;189;108;0
570000356;CLINIQUE AMBROISE PARE DE THIONVILLE;57;44;10328;350;0;0;0;1;0;0;1;26;41;38;7;0
570000364;CLINIQUE NOTRE DAME DE THIONVILLE;57;44;9931;0;0;0;0;0;0;0;0;25;40;36;0;0
570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;57;44;383;0;0;0;0;0;0;0;0;0;1;1;0;0
570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;57;44;1468;0;0;0;0;0;0;0;0;3;5;5;0;0
570000596;HIA LEGOUEST;57;44;4559;269;0;0;0;1;0;0;1;11;18;16;5;0
570000646;HOPITAL-CLINIQUE CLAUDE BERNARD;57;44;47221;15331;0;0;0;1;0;0;29;120;190;174;322;0
570000661;HOPITAL SAINT JOSEPH DE BITCHE;57;44;828;0;0;0;0;0;0;0;0;2;3;3;0;0
570000687;CH LEMIRE DE SAINT-AVOLD;57;44;1523;0;0;0;0;0;0;0;0;3;6;5;0;0
570000893;CHS DE SARREGUEMINES;57;44;4;0;0;0;0;0;0;0;0;0;0;0;0;0
570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;57;44;25446;2554;0;0;0;1;0;0;5;64;102;93;53;0
570000950;CLINIQUE STE ELISABETH DE THIONVILLE;57;44;1804;0;0;0;0;0;0;0;0;4;7;6;0;0
570000968;CH LE SECQ DE CREPY DE BOULAY;57;44;1312;0;0;0;0;0;0;0;0;3;5;4;0;0
570000992;HOPITAL SAINT JACQUES DE DIEUZE;57;44;197;0;0;0;0;0;0;0;0;0;0;0;0;0
570001016;CHS DE JURY;57;44;288;0;0;0;0;0;0;0;0;0;1;1;0;0
570001057;HOPITAL BELLE-ISLE DE METZ - HPM;57;44;21219;9035;0;0;0;1;0;0;17;53;85;78;189;0
570001099;HOPITAL SAINTE-BLANDINE DE METZ - HPM;57;44;3023;0;0;0;0;0;0;0;0;7;12;11;0;0
570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;57;44;2555;0;0;0;0;0;0;0;0;6;10;9;0;0
570005215;CENTRE FELIX MARECHAL DE METZ - CHR;57;44;412;0;0;0;0;0;0;0;0;1;1;1;0;0
570009670;HOPITAL ST MAURICE DE MOYEUVRE-GRANDE;57;44;643;0;0;0;0;0;0;0;0;1;2;2;0;0
570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;57;44;41135;4232;0;0;0;1;0;0;8;104;165;151;88;0
570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;57;44;96553;33463;1220;0;0;1;0;0;62;245;389;356;703;0
580004836;CENTRE COLBERT MEDECINE ET SSR;58;27;898;0;0;0;0;0;0;0;0;11;7;3;0;0
580780138;POLYCLINIQUE DU VAL DE LOIRE;58;27;21823;9316;0;0;0;1;0;0;17;273;192;80;388;0
580780195;P?LE DE SANT? DE COSNE-SUR-LOIRE;58;27;4880;0;0;0;0;0;0;0;0;61;42;18;0;0
580972610;HOPITAL LOCAL LES CYGNES LORMES;58;27;222;0;0;0;0;0;0;0;0;2;1;0;0;0
580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;58;27;470;0;0;0;0;0;0;0;0;5;4;1;0;0
580972651;CH CHATEAU-CHINON;58;27;426;0;0;0;0;0;0;0;0;5;3;1;0;0
580972669;CH CLAMECY;58;27;1772;0;0;0;0;0;0;0;0;22;15;6;0;0
580972677;CH COSNE COURS SUR LOIRE;58;27;2488;0;0;0;0;0;0;0;0;31;21;9;0;0
580972685;CH DECIZE;58;27;5302;325;0;0;0;1;0;0;1;66;46;19;13;0
580972693;HOPITAL PIERRE BEREGOVOY;58;27;41419;3514;0;0;0;1;0;0;7;519;364;152;146;0
590000014;CH SOMAIN;59;32;1243;0;0;0;0;0;0;0;0;0;4;4;0;0
590000121;CH SECLIN;59;32;21495;288;0;0;0;1;0;0;1;17;86;79;7;0
590000188;CLCC OSCAR LAMBRET LILLE;59;32;72101;65759;0;0;1;1;0;83;122;57;288;266;1689;1000
590000337;CH DUNKERQUE;59;32;53771;4186;765;0;0;1;0;0;8;43;215;198;107;0
590000428;CH CAMBRAI;59;32;30775;102;0;0;0;1;0;0;0;24;123;113;2;0
590000436;CH LE CATEAU;59;32;5615;0;0;0;0;0;0;0;0;4;22;20;0;0
590000469;CH FOURMIES;59;32;11952;39;0;0;0;1;0;0;0;9;47;44;1;0
590000477;CH LE QUESNOY;59;32;1668;0;0;0;0;0;0;0;0;1;6;6;0;0
590000527;CH AVESNES;59;32;2163;0;0;0;0;0;0;0;0;1;8;7;0;0
590000535;CH SAMBRE AVESNOIS MAUBEUGE;59;32;25472;135;669;0;0;1;0;0;0;20;102;94;3;0
590000543;CH FELLERIES-LIESSIES;59;32;115;0;0;0;0;0;0;0;0;0;0;0;0;0
590000592;CH DENAIN;59;32;17944;682;0;0;0;1;0;0;1;14;71;66;17;0
590000600;CH SAINT- AMAND LES EAUX;59;32;1488;0;0;0;0;0;0;0;0;1;5;5;0;0
590000618;CH VALENCIENNES;59;32;109369;10488;1334;0;0;1;0;0;20;87;438;403;269;0
590000691;CH WATTRELOS;59;32;2315;0;0;0;0;0;0;0;0;1;9;8;0;0
590000758;CH ARMENTIERES;59;32;20670;1141;0;0;0;1;0;0;2;16;82;76;29;0
590000766;CH BAILLEUL;59;32;849;0;0;0;0;0;0;0;0;0;3;3;0;0
590000774;CH HAZEBROUCK;59;32;11336;1556;0;0;0;1;0;0;3;9;45;41;39;0
590001004;CH DOUAI DECHY;59;32;47691;1076;0;0;0;1;0;0;2;38;191;176;27;0
590001749;POLYCLINIQUE DE GRANDE SYNTHE;59;32;3285;0;0;0;0;0;0;0;0;2;13;12;0;0
590006607;HOP JEANNE DE FLANDRE CHR LILLE;59;32;32102;2119;0;0;0;1;0;0;4;25;128;118;54;0
590006896;POLYCLINIQUE DE LA THI?RACHE;59;32;6729;280;0;0;0;1;0;0;1;5;26;24;7;0
590008041;POLYCLINIQUE VAUBAN;59;32;29147;870;0;0;0;1;0;0;2;23;116;107;22;0
590046538;CH DUNKERQUE ACTIVITES SITE PGS;59;32;3583;0;0;0;0;0;0;0;0;2;14;13;0;0
590047718;HOPITAL DE JOUR ALCOOLOGIE;59;32;1480;0;0;0;0;0;0;0;0;1;5;5;0;0
590049565;MAISON MEDICALE JEAN XXIII;59;32;261;0;0;0;0;0;0;0;0;0;1;0;0;0
590052056;GCS GHICL CLINIQUE STE MARIE;59;32;15725;2873;0;0;0;1;0;0;5;12;62;58;73;0
590780060;INSTITUT OPHTALMIQUE;59;32;8714;0;0;0;0;0;0;0;0;6;34;32;0;0
590780094;CENTRE LEONARD DE VINCI;59;32;9621;8668;0;0;0;1;0;0;16;7;38;35;222;0
590780250;CLINIQUE LILLE SUD;59;32;22914;0;0;0;0;0;0;0;0;18;91;84;0;0
590780268;POLYCLINIQUE DU BOIS;59;32;73273;6239;0;0;0;1;0;0;12;58;293;270;160;0
590780284;GPT HOPITAUX INSTITUT CATHOLIQUE LILLE;59;32;24295;422;844;0;0;1;0;0;1;19;97;89;10;0
590780342;CLINIQUE AMBROISE PARE;59;32;5824;0;0;0;0;0;0;0;0;4;23;21;0;0
590780383;HOPITAL PRIVE LA LOUVIERE;59;32;71973;4235;0;0;0;1;0;0;8;57;288;265;108;0
590781571;CLINIQUE DU CAMBRESIS;59;32;3714;0;0;0;0;0;0;0;0;2;14;13;0;0
590781951;CLINIQUE DU SPORT ET D'ORTHOPEDIE;59;32;8422;0;0;0;0;0;0;0;0;6;33;31;0;0
590782256;NOUVELLE CLINIQUE DES DENTELLIERES;59;32;8065;7678;0;0;0;1;0;0;14;6;32;29;197;0
590782298;POLYCLINIQUE DU PARC;59;32;17009;389;0;0;0;1;0;0;1;13;68;62;9;0
590782496;CLINIQUE SAINT JEAN;59;32;215;0;0;0;0;0;0;0;0;0;0;0;0;0
590782546;SAS CLINIQUE DE VILLENEUVE D'ASCQ;59;32;2852;0;0;0;0;0;0;0;0;2;11;10;0;0
590782553;HOPITAL PRIVE DE VILLENEUVE D'ASCQ;59;32;26380;2767;0;0;0;1;0;0;5;21;105;97;71;0
590784864;HOP CALMETTE CHR LILLE;59;32;16446;3796;0;0;0;1;0;0;7;13;65;60;97;0
590785374;CLINIQUE TEISSIER;59;32;6155;1590;0;0;0;1;0;0;3;4;24;22;40;0
590787586;HOP CARDIOLOGIQUE CHR LILLE;59;32;13648;0;0;0;0;0;0;0;0;10;54;50;0;0
590788964;SARL CLINIQUE DU PARC;59;32;11651;4179;0;0;0;1;0;0;8;9;46;43;107;0
590790655;SAINT ROCH CHIRURGIE;59;32;2405;0;0;0;0;0;0;0;0;1;9;8;0;0
590791091;CSPA LES BATELIERS CHRU LILLE;59;32;786;0;0;0;0;0;0;0;0;0;3;2;0;0
590791562;MATERNITE PAUL GELLE CH ROUBAIX;59;32;6617;217;0;0;0;1;0;0;0;5;26;24;5;0
590796975;HOP SALENGRO - HOPITAL B CHR LILLE;59;32;75732;2977;1476;0;0;1;0;0;6;60;303;279;76;0
590797353;HOPITAL SAINT VINCENT - SAINT ANTOINE;59;32;37389;5137;0;0;0;1;0;0;10;29;149;138;131;0
590801106;HOPITAL VICTOR PROVO;59;32;62751;5867;843;0;0;1;0;0;11;50;251;231;150;0
590804696;HOPITAL GUY CHATILIEZ CH TOURCOING;59;32;30959;1583;413;0;0;1;0;0;3;24;124;114;40;0
590806360;CLINIQUE DE LA MITTERIE;59;32;5906;0;0;0;0;0;0;0;0;4;23;21;0;0
590811279;HOP CLAUDE HURIEZ CHR LILLE;59;32;87916;15986;0;0;0;1;0;0;30;70;352;324;410;0
590812186;HOP LA FRATERNITE CH ROUBAIX;59;32;3462;0;0;0;0;0;0;0;0;2;13;12;0;0
590813176;CLINIQUE DES HETRES;59;32;5335;56;0;0;0;1;0;0;0;4;21;19;1;0
590813382;NOUVELLE CLINIQUE VILLETTE SA;59;32;9561;174;0;0;0;1;0;0;0;7;38;35;4;0
590813507;POLYCLINIQUE DU VAL DE SAMBRE;59;32;8806;301;0;0;0;1;0;0;1;7;35;32;7;0
590815056;CLINIQUE DE FLANDRE;59;32;14503;5441;0;0;0;1;0;0;10;11;58;53;139;0
590816310;CLINIQUE SAINT AME;59;32;15184;777;0;0;0;1;0;0;1;12;60;56;19;0
590817458;CLINIQUE DE LA VICTOIRE;59;32;12874;2607;0;0;0;1;0;0;5;10;51;47;66;0
590817839;CLINIQUE DU VAL DE LYS;59;32;4986;0;0;0;0;0;0;0;0;3;19;18;0;0
600000053;CH GHPSO SENLIS;60;32;13623;2334;0;0;0;1;0;0;4;60;54;50;59;0
600000152;CH CHAUMONT-EN-VEXIN;60;32;550;0;0;0;0;0;0;0;0;2;2;2;0;0
600000186;CH CLERMONT;60;32;4581;0;0;0;0;0;0;0;0;20;18;16;0;0
600000194;CH BEAUVAIS;60;32;53748;16394;864;0;0;1;0;0;31;237;215;198;421;0
600000285;CH CHICN NOYON;60;32;4083;203;0;0;0;1;0;0;0;18;16;15;5;0
600000467;CH GHPSO CREIL;60;32;42898;3128;167;0;0;1;0;0;6;189;171;158;80;0
600008643;SARL AMBOISE;60;32;2710;0;0;0;0;0;0;0;0;11;10;10;0;0
600010862;SAS CENTRE CHIRURGICAL DE CHANTILLY;60;32;5513;0;0;0;0;0;0;0;0;24;22;20;0;0
600100101;CH AP-HP LIANCOURT;60;32;795;0;0;0;0;0;0;0;0;3;3;2;0;0
600100168;CENTRE M?DICO-CHIRURGICAL DES JOCKEYS;60;32;8053;2034;0;0;0;1;0;0;4;35;32;29;52;0
600100176;CENTRE DE SOINS DU VALOIS;60;32;696;0;0;0;0;0;0;0;0;3;2;2;0;0
600100184;CLINIQUE DU VALOIS;60;32;517;0;0;0;0;0;0;0;0;2;2;1;0;0
600100754;POLYCLINIQUE SAINT C?ME;60;32;37811;3872;0;0;0;1;0;0;7;167;151;139;99;0
600110175;CLINIQUE DU PARC SAINT-LAZARE;60;32;11989;340;0;0;0;1;0;0;1;52;48;44;8;0
600113476;CH CHICN COMPI?GNE;60;32;38692;11424;451;0;0;1;0;0;21;171;154;142;293;0
610000044;CENTRE HOSPITALIER DE L'AIGLE;61;28;6778;0;0;0;0;0;0;0;0;78;51;25;0;0
610000051;CHICAM - SITE ALENCON;61;28;26194;1685;0;0;0;1;0;0;3;301;198;96;67;0
610000069;CENTRE HOSPITALIER D'ARGENTAN;61;28;15459;1262;0;0;0;1;0;0;2;178;117;57;50;0
610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;61;28;1821;0;0;0;0;0;0;0;0;20;13;6;0;0
610000093;HOPITAL LOCAL - SEES;61;28;385;0;0;0;0;0;0;0;0;4;2;1;0;0
610000119;CH -JACQUES MONOD- - FLERS;61;28;23305;2545;0;0;0;1;0;0;5;268;176;86;102;0
610006421;CLINIQUE D'ALENCON;61;28;5942;251;0;0;0;1;0;0;0;68;45;21;10;0
610780108;CHIC DES ANDAINES - DOMFRONT;61;28;632;0;0;0;0;0;0;0;0;7;4;2;0;0
610780116;CHIC DES ANDAINES - LA FERTE MACE;61;28;2815;0;0;0;0;0;0;0;0;32;21;10;0;0
610780199;CLINIQUE SAINT DOMINIQUE - FLERS;61;28;3494;294;0;0;0;1;0;0;1;40;26;12;11;0
620000026;ETAB HOPALE CTRE CALOT/HELIO;62;32;11420;0;0;0;0;0;0;0;0;20;45;42;0;0
620000034;CH ARRAS;62;32;49125;5061;972;0;0;1;0;0;9;88;196;181;130;0
620000224;CH BETHUNE;62;32;41704;2703;530;0;0;1;0;0;5;74;167;153;69;0
620000240;CH HENIN BEAUMONT;62;32;3142;0;0;0;0;0;0;0;0;5;12;11;0;0
620000257;CH LENS;62;32;58836;11902;1153;0;0;1;0;0;22;105;235;217;305;0
620000323;CH CALAIS;62;32;25539;2764;680;0;0;1;0;0;5;45;102;94;71;0
620000349;CH REGION DE ST OMER;62;32;25555;2988;0;0;0;1;0;0;6;45;102;94;76;0
620000653;CH BOULOGNE-SUR-MER;62;32;73430;9342;900;0;0;1;0;0;17;131;294;271;240;0
620003202;CH ARRONDISSEMENT DE MONTREUIL;62;32;18367;2252;0;0;0;1;0;0;4;33;73;67;57;0
620003350;POLYCLINIQUE DE RIAUMONT;62;32;7241;34;0;0;0;1;0;0;0;13;29;26;0;0
620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;62;32;20639;640;0;0;0;1;0;0;1;37;82;76;16;0
620006049;CLINIQUE CHIRURGICALE DE SAINT-OMER;62;32;12766;624;0;0;0;1;0;0;1;22;51;47;16;0
620025346;POLYCLINIQUE DE LA -CLARENCE-;62;32;15092;147;0;0;0;1;0;0;0;27;60;55;3;0
620026690;GCS CENTRE JOLIOT CURIE;62;32;30184;29608;0;0;0;1;0;0;55;54;120;111;760;0
620100099;HOPITAL PRIVE ARRAS LES BONNETTES;62;32;30353;7603;0;0;0;1;0;0;14;54;121;112;195;0
620100487;CLINIQUE DES ACACIAS;62;32;5409;184;0;0;0;1;0;0;0;9;21;19;4;0
620100735;CLINIQUE ANNE ARTOIS;62;32;17348;3108;0;0;0;1;0;0;6;31;69;64;79;0
620100750;CLINIQUE AMBROISE PARE;62;32;9226;2684;0;0;0;1;0;0;5;16;36;34;68;0
620101311;CLINIQUE DES 2 CAPS;62;32;13443;1311;0;0;0;1;0;0;2;24;53;49;33;0
620101501;HOPITAL PRIVE DE BOIS BERNARD;62;32;53543;438;0;0;0;1;0;0;1;96;214;197;11;0
620105940;POLYCLINIQUE DU TERNOIS;62;32;2742;0;0;0;0;0;0;0;0;4;10;10;0;0
620106088;CLINIQUE MEDICO CHIRURGICALE DE BRUAY;62;32;5399;0;0;0;0;0;0;0;0;9;21;19;0;0
620116046;SAS CLINIQUE CHIR. DES 7 VALLEES;62;32;2943;0;0;0;0;0;0;0;0;5;11;10;0;0
620118513;CENTRE MCO COTE D'OPALE;62;32;22875;4369;0;0;0;1;0;0;8;41;91;84;112;0
630000016;CH DU MONT DORE;63;84;311;0;0;0;0;0;0;0;0;1;1;1;0;0
630000404;CHU G. MONTPIED;63;84;71769;6499;641;0;0;1;0;0;12;251;233;264;93;0
630000412;CENTRE HOSPITALIER D'AMBERT;63;84;3590;781;0;0;0;1;0;0;1;12;11;13;11;0
630000420;CENTRE HOSPITALIER ISSOIRE PAUL ARDIER;63;84;7517;0;0;0;0;0;0;0;0;26;24;27;0;0
630000438;CENTRE HOSPITALIER DE RIOM;63;84;10454;544;0;0;0;1;0;0;1;36;34;38;7;0
630000446;CENTRE HOSPITALIER DE THIERS;63;84;6440;635;0;0;0;1;0;0;1;22;20;23;9;0
630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;63;84;54395;49828;0;0;1;1;0;17;93;190;177;200;718;249
630000560;CH BILLOM;63;84;275;0;0;0;0;0;0;0;0;0;0;1;0;0
630780211;POLE SANTE REPUBLIQUE;63;84;35511;12369;0;0;0;1;0;0;23;124;115;131;178;0
630780369;CLINIQUE DE LA PLAINE;63;84;10111;164;0;0;0;1;0;0;0;35;32;37;2;0
630781268;CHU ESTAING;63;84;46100;12566;0;0;0;1;0;0;23;161;150;170;181;0
630781821;CLINIQUE PSYCHIATRIQUE LE GRAND PRE;63;84;247;0;0;0;0;0;0;0;0;0;0;0;0;0
630781839;HOPITAL PRIVE LA CHATAIGNERAIE;63;84;31585;1928;0;0;0;1;0;0;4;110;102;116;27;0
630783108;CLINIQUE DES CHANDIOTS;63;84;6939;0;0;0;0;0;0;0;0;24;22;25;0;0
630783538;CHU - HOPITAL NORD;63;84;171;0;0;0;0;0;0;0;0;0;0;0;0;0
640000162;CH DE LA COTE BASQUE - BAYONNE;64;75;60602;13542;952;0;0;1;0;0;25;247;245;223;258;0
640000402;CENTRE HOSPITALIER D'ORTHEZ;64;75;4105;460;0;0;0;1;0;0;1;16;16;15;8;0
640000410;CENTRE HOSPITALIER OLORON;64;75;6288;707;0;0;0;1;0;0;1;25;25;23;13;0
640000428;HOPITAL LOCAL DE MAULEON;64;75;133;0;0;0;0;0;0;0;0;0;0;0;0;0
640000600;CENTRE HOSPITALIER DE PAU;64;75;48520;7716;832;0;0;1;0;0;14;197;196;179;147;0
640015921;CH D'OLORON - SITE DE SAINT-PE;64;75;2153;0;0;0;0;0;0;0;0;8;8;7;0;0
640016580;CENTRE DE CARDIOLOGIE DU PAYS BASQUE;64;75;6725;0;0;0;0;0;0;0;0;27;27;24;0;0
640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;64;75;6298;176;0;0;0;1;0;0;0;25;25;23;3;0
